Acquisition_1,Acquisition_2,Acquisition_3,Acquisition_4,Acquisition_5,Acquisition_6,Acquisition_7,Acquisition_8,Acquisition_9,Acquisition_10,Acquisition_11,Acquisition_12,Acquisition_13,Acquisition_14,Acquisition_15,Acquisition_16,Acquisition_17,Acquisition_18,Acquisition_19,Acquisition_20,Acquisition_21,Acquisition_22,Acquisition_23,Acquisition_24,Acquisition_25
900077961772.17,850226316117.32,743390553946.67,622646856621.06,701750170593.83,866805435019.18,897357944669.72,792588761171.28,673412707371.20,607568487914.20,633971507810.38,691982297750.95,811243850068.09,860545500140.18,804687296202.47,694943137359.17,574335255235.57,607814954554.76,775144967863.63,819189084009.73,668989259374.26,615288612822.57,777341491807.68,565402158506.00,818131536030.56
899375467000.72,849729586541.00,743240015421.71,622159653358.45,702108157513.85,866485811581.52,897119297008.87,792453448318.89,672755984415.31,607245225326.39,633113301055.12,691181370894.11,810670885163.03,859109124355.42,803399088324.12,692891684808.60,572464329310.08,606107078892.34,773644394768.14,818277657720.33,668223222344.50,614937862221.37,777636951416.58,563184053182.58,817239545295.95
898716713041.10,849270939233.98,743084094433.45,621635453725.80,702427932364.86,866166171880.78,896851375606.29,792357292054.33,672121930053.38,606899204893.27,632217007200.77,690419159994.28,810085883463.85,857687443624.16,802115416629.95,690807136517.80,570561997615.75,604437061402.11,772114407036.74,817350525133.05,667497516695.75,614563944593.02,777971647132.89,560930224117.63,816311156597.96
898045944943.06,848850354292.33,742922863585.75,621103685285.30,702709505907.82,865846515790.56,896591511467.43,792300300171.42,671471384520.21,606530549072.67,631282618072.30,689695690207.22,809504279680.11,856280446101.20,800836199497.02,688689427266.65,568696614741.67,602804848325.18,770554894939.23,816384557746.43,666754454557.46,614166812270.59,778290512995.08,558640637411.19,815346414627.91
897363422315.59,848467812087.03,742756401637.11,620534997944.69,702964781560.68,865526843184.38,896368911625.38,792282480477.48,670843440910.49,606139385672.32,630310125839.16,689010986992.06,808965107584.40,854888124200.12,799561360492.92,686538492971.09,566834591111.85,601137542666.98,768965751410.49,815395597817.94,666051653337.06,613793295355.01,778625564127.59,556315260040.61,814345365111.58
896669410293.00,848047814871.37,742595881702.73,619929416680.12,703232082526.23,865170453844.08,896183574725.73,792241181763.38,670238074088.12,605773076291.93,629348966297.36,688365076100.01,808390323272.86,853510474608.32,798254988185.95,684354270669.33,564976226406.56,599440650196.10,767379430590.45,814391003672.06,665368401522.12,613396533393.32,778983877120.18,553954059857.17,813308054834.99
895964179589.60,847665848218.27,742441225154.17,619286967393.64,703537856629.23,864844518389.21,896035499941.99,792176457838.44,669649416715.43,605431495652.89,628376677342.77,687757983562.54,807779904229.37,852147498299.51,796952874260.46,682136698508.56,563155479113.10,597708701593.56,765763537142.18,813370838946.03,664725510773.17,612976483434.80,779326447364.28,551557005583.59,812234531670.94
895248006554.68,847246441346.30,742292359414.52,618607676934.78,703855599752.33,864481893347.52,895924686976.67,792088366293.22,669077497159.19,605114522838.19,627404484781.46,687113239754.15,807149783687.97,850799200543.59,795654955892.09,679953713817.20,561337297562.24,595941774022.73,764117968916.97,812335172420.30,664063100615.33,612533107310.81,779653335515.67,549124066812.18,811124844606.33
894521173227.70,846789615492.14,742180157075.96,617965978383.02,704185280577.14,864149757834.04,895813798143.50,791976968517.78,668522349516.45,604775048125.26,626421121645.75,686442261692.17,806500168997.26,849474620686.21,794361175607.90,677805250072.12,559521431843.26,594139947142.44,762509943299.74,811284078066.32,663381307958.53,612066371636.83,780019552956.81,546655214003.90,809979043770.37
893783967393.66,846295392453.49,742068184016.22,617361845337.29,704515032120.53,863848135470.77,895702833324.58,791850552329.50,667984013631.44,604452202686.49,625437836281.69,685745131906.80,805831272234.46,848164713003.45,793071481333.93,675691241451.63,557707637091.75,592303303192.05,760939637994.59,810217635096.20,662680275574.72,611584237251.49,780362875770.03,544150418488.16,808797180463.64
893036682638.53,845763794600.36,741920038803.00,616795251992.61,704871369718.01,863577052018.67,895591792401.79,791709047939.91,667445837042.33,604107121628.75,624454628462.31,685021937043.40,805143310239.34,846869487087.64,791785826442.83,673611622881.22,555930211006.24,590431927080.31,759407234050.72,809135928014.61,661960152169.05,611086742925.66,780683249602.48,541682140765.27,807579307188.05
892279618404.80,845194844886.64,741735746720.22,616258546321.40,705254316524.38,863336535371.70,895451463519.01,791552390511.41,666885398788.56,603763302369.71,623471497963.34,684272767915.76,804436504643.21,845588956809.84,790504169801.44,671566330079.51,554156797811.77,588598424869.40,757912915926.55,808039046672.63,661222709201.57,610573933941.36,780980624118.00,539250416470.26,806325477677.75
891513080047.01,844588566862.21,741582713263.27,615729813246.36,705599023575.32,863102246809.47,895281849602.48,791380520149.36,666302745084.52,603397429355.92,622488444563.27,683512823559.67,803711081891.77,844323140316.88,789186780662.23,669555299604.31,552387700486.07,586802737601.42,756389174757.07,806942708449.19,660467803507.05,610061315041.50,781254952973.53,536855283067.26,805035746931.06
890737378887.31,843982665677.49,741460983648.58,615208977452.85,705905499011.10,862898532947.00,895082955881.90,791193381895.45,665697926989.93,603009643857.96,621478550548.97,682726952804.20,802967273260.10,843072060025.32,787873351632.43,667578468898.76,550623234214.20,585039866375.58,754835915275.12,805831324938.75,659695296846.59,609525331605.48,781506193797.41,534496779864.66,803710171243.36
889952832270.90,843377142434.13,741339577408.23,614725568077.25,706173751311.07,862731542124.64,894854789894.43,791045394705.57,665071000449.01,602600092753.77,620441838331.64,681915250248.24,802205314857.76,841835742612.13,786563850267.01,665567795147.81,548863726559.66,583309942639.41,753253045882.73,804704997225.05,658963280709.02,608989509510.65,781734308169.45,532174948028.76,802348808241.07
889159763621.41,842771998235.70,741218494572.91,614234884526.14,706453891930.01,862527957263.78,894597361489.82,790858567448.02,664422026332.30,602168928600.70,619378334458.08,681077814809.97,801425447621.12,840614219002.06,785258249746.65,663591203984.37,547109517635.27,581613101811.46,751640478571.42,803540349499.43,658271762989.24,608453848655.74,781939261602.83,529889830595.83,800951716916.76
888358502496.08,842158059200.76,741061390931.38,613744505813.66,706745888322.88,862287794754.64,894310682836.74,790648401229.26,663751070481.14,601716309710.52,618353190570.21,680202990072.94,800633636452.11,839407524352.10,783956528926.94,661648635827.60,545360960273.61,579949483262.28,750066193866.69,802391883908.62,657620751185.16,607918348944.53,782105247839.67,527641472482.51,799518957665.36
887549384640.83,841582205746.04,740904630637.01,613254432082.31,707049713891.72,862011071713.16,893994768430.31,790438420338.09,663063649167.84,601265458360.96,617289941831.50,679290750999.12,799807277637.91,838215698032.84,782658672387.54,659740032140.79,543618420196.68,578323893546.23,748530385432.21,801259504013.42,657010252392.30,607383010285.74,782232270977.81,525429920494.60,798050592321.66
886732752045.01,841035296776.21,740717121995.77,612764663480.43,707365347977.20,861697805988.92,893649635100.82,790228624995.74,662337414573.60,600816377870.02,616188578645.61,678341073007.30,798946353321.40,837023699890.84,781364670481.54,657865335477.62,541878467961.99,576736265305.11,747033250326.40,800143117682.28,656421127799.18,606847832593.04,782320335221.60,523255223333.94,796546684198.98
885908952995.93,840526482725.21,740498818702.69,612267768622.15,707719356604.76,861378604340.65,893341832726.28,790019015422.46,661572361041.12,600352949264.50,615049091750.84,677353931960.20,798050846158.75,835846617462.50,780074519384.77,656024489528.14,540140814039.81,575114435514.12,745574988852.73,799042637140.89,655872437672.48,606312815784.94,782369444883.69,521117431603.53,795007298129.25
885078342133.03,839980492260.09,740244491332.67,611734128143.78,708073410292.70,861065559231.60,893071370640.63,789809591837.53,660807635774.21,599874999768.26,613871472218.42,676329304151.92,797120739235.49,834684497627.68,778788221145.25,654217439164.64,538405173751.93,573458503768.94,744087358340.92,797957979020.42,655305684191.94,605777959784.79,782379604386.82,519016597810.69,793432500504.35
884241280501.74,839397352507.58,740021601497.69,611230583163.93,708465834326.06,860752615607.81,892838258703.23,789584756156.23,660043239451.96,599382362731.48,612655711451.20,675331954614.14,796178049069.49,833483287349.04,777505783732.75,652444130487.28,536671267360.49,571768572778.20,742570277381.59,796889064404.32,654779286738.76,605243264520.67,782350818265.78,516921802431.99,791822359319.04
883398135606.83,838786090337.23,739804177323.85,610690370126.86,708819976891.17,860403166894.73,892642507295.51,789336672239.12,659279172760.25,598874877615.06,611401801182.60,674323409906.49,795200568382.27,832297087717.26,776227221088.34,650704510869.51,534938820156.86,570116667113.63,741023666339.12,795835818873.60,654293250151.28,604708729925.41,782283091169.35,514833188138.04,790213928832.89
882525013431.34,838146646282.25,739592147300.63,610113520178.55,709135840964.45,860059799873.63,892475904162.22,789065387562.00,658515436391.71,598352389976.66,610109733475.92,673341953838.67,794210157983.30,831071792413.79,774952553174.04,648998529003.08,533207562550.62,568502715581.51,739481808457.60,794798172550.70,653847578907.08,604174355936.48,782176427862.47,512750908732.79,788644185717.00
881646361620.08,837478963385.36,739385445995.75,609566909535.23,709478351358.52,859747155111.57,892338428043.95,788770953483.27,657752031045.76,597808419726.44,608779500724.01,672349104619.76,793202158059.69,829861555537.86,773681806022.56,647326134942.73,531477230158.75,566922483900.02,737910355159.14,793776060141.72,653442277120.13,603640142495.97,782030833228.35,510675129362.50,787076136889.25
880762563714.97,836782987189.68,739184014068.46,608983749369.58,709782597070.98,859398023567.13,892230059993.09,788453425265.42,656988957428.60,597243110522.77,607411095649.21,671368976846.44,792159329587.25,828666430865.09,772415011787.07,645687280150.53,529747563895.01,565376120518.78,736309226490.16,792769420977.07,653077348538.37,603106089550.56,781846312270.74,508606026727.14,785509793467.99
879874009949.91,836058665730.81,738946483280.31,608393904070.14,710113512575.37,859012424810.05,892150783381.57,788112862098.09,656204114790.19,596656611996.99,606042772249.94,670377391719.94,791099217068.74,827486475787.01,771152208791.03,644047043811.89,528018310059.81,563800119547.34,734712839763.33,791786687878.89,652752796541.62,602572197051.44,781638517749.90,506543789294.21,783945166611.79
878981097302.99,835325772659.49,738672875347.06,607811825939.59,710432801294.54,858590379181.29,892100583907.54,787811657471.37,655397574636.19,596049079835.95,604674530328.23,669374249193.01,790022062134.78,826321751260.20,769925312240.14,642442052703.23,526289220430.46,562194365480.65,733121247123.09,790819386450.52,652468624139.79,602038464954.26,781391781045.38,504488617514.77,782389034829.34
878123005777.76,834584386625.23,738404473066.00,607237413597.41,710763865924.48,858131907802.94,892050327604.64,787549820638.32,654569413699.20,595459800967.64,603306369693.59,668359454868.99,788928109791.08,825172321764.72,768698527166.38,640837449667.19,524560052352.01,560554882196.15,731534497471.01,789867461023.89,652224833971.57,601504893219.15,781106106881.20,502440724041.63,780834527831.47
877261325988.20,833872142476.08,738167454204.58,606693356198.44,711095000899.71,857637032588.71,892000014489.12,787327360816.46,653719713997.41,594849830168.76,601938290163.08,667332920028.36,787817607985.55,824038255277.38,767503707923.30,639198322701.86,522830568828.74,558885566942.37,729952636136.20,788930860656.03,652021428303.36,600971481810.58,780781500102.77,500400333949.42,779281656169.98
876410213922.84,833122803522.60,737961853020.23,606179720551.64,711437878177.48,857142327159.04,891949644577.28,787144287183.45,652848562896.42,594280873467.76,600570291561.27,666294561657.17,786690807075.40,822919623266.84,766308984889.86,637594490345.04,521139021570.43,557186307240.10,728375704669.42,787979203052.65,651858409028.67,600438230697.41,780417965679.30,498367684956.43,777730430435.25
875556089251.18,832345153795.27,737787706046.10,605629655279.07,711780810927.11,856647791432.14,891870108652.73,786938352986.81,651999971644.00,593691473148.58,599202373720.34,665218141478.69,785551147593.60,821816500719.46,765114359119.32,636025997362.34,519446938337.61,555456992715.01,726805219598.81,787012543345.93,651735777667.87,599905139852.79,780015508706.35,496373602190.59,776187404512.30
874699374929.83,831596728239.19,737645052078.91,605073165046.59,712123799095.07,856153425320.79,891761421055.38,786709627440.71,651173855496.05,593143236032.57,597807781084.84,664103644492.55,784395325973.72,820728966206.78,763919831677.00,634492890346.82,517754088798.24,553729599996.22,725239933478.16,786030942066.02,651574990375.16,599372209254.14,779574134408.34,494387670222.08,774645933574.64
873892507699.39,830877590357.12,737507562294.10,604480372778.30,712428536534.75,855659228732.17,891644403619.52,786458183737.67,650370134097.14,592557876087.55,596386540351.46,662951055964.24,783223588939.35,819657102007.48,762725403640.17,632995217716.16,516060248578.36,552004146417.11,723679878331.49,785034465194.53,651395526073.35,598854562366.26,779093848141.38,492410158505.90,773106027620.38
873083596455.57,830187806337.90,737375175670.82,603851320469.18,712695027964.03,855165201567.76,891489941833.62,786184099075.18,649527664980.78,591974541344.90,594938682668.87,661760361418.40,782036184400.30,818600994299.19,761531076097.90,631463050875.46,514365199355.70,550280649516.74,722125082672.80,784038263291.91,651197261406.42,598375993875.87,778598117726.45,490441349858.01,771567696685.41
872273076328.91,829527445044.12,737211648737.46,603186051381.68,712949943370.46,854671343723.22,891343727975.68,785933677836.53,648707486131.68,591393237114.92,593464243704.67,660531546632.50,780835804266.35,817560733437.07,760336850150.94,629933434186.68,512668728954.38,548559127042.53,720575571833.10,783003398574.75,650980078298.63,597897551678.31,778086989432.73,488511894625.40,770030950844.11
871461389330.28,828838802708.34,737012085054.89,602551594333.13,713231610287.00,854208450014.20,891234868393.92,785683755862.09,647909526367.68,590813968715.86,591951679140.34,659303071435.67,779619879555.07,816536414337.55,759142726911.51,628439379801.69,510970631440.83,546839596952.92,718996409826.32,781983855376.12,650783684971.32,597419235690.45,777560514678.80,486591626467.36,768495800210.11
870648984388.83,828188197983.12,736848854568.18,601948035532.33,713501756845.35,853709255990.66,891096893012.75,785434333683.68,647133719049.24,590219546482.39,590400977718.63,658113416605.42,778388678131.58,815528136985.49,757948707503.19,626980942298.84,509270707221.09,545125279923.68,717422482479.83,780949545288.68,650568298229.40,596941045832.22,777018750059.35,484637443565.36,766962254937.11
869887500790.39,827575603261.60,736721937253.03,601375464500.42,713783622095.43,853173786837.09,890950561295.65,785185411831.00,646380002129.40,589666222719.64,588812128491.24,656885630801.06,777142510407.12,814536007081.24,756786569896.25,625558178079.14,507568763139.51,543412844248.68,715853807417.54,779900541970.51,650333805235.56,596462982026.48,776461757373.45,482649280521.81,765430325219.74
869125872365.75,826926078694.99,736631313978.83,600833974040.37,714092281938.46,852638547104.92,890841591662.66,784936990831.71,645648318201.84,589154016894.55,587185120816.90,655619700009.91,775883450619.21,813560136839.24,755624521629.22,624171145355.77,505864612579.10,541702307100.06,714290400812.17,778836924743.13,650080098370.04,595985044199.10,775889603654.49,480627073290.04,763900021294.42
868364559972.55,826239655279.30,736536011069.48,600293462609.77,714401053340.39,852067066964.71,890769991702.74,784689071211.40,644916853687.14,588682947821.87,585519944359.85,654315610458.94,774611583668.83,812600645941.45,754494325206.22,622819904141.79,504158075563.63,539993685856.90,712732277780.56,777758778658.22,649807075207.18,595507232278.84,775302361201.70,478570759156.87,762371353440.34
867604031379.04,825516364778.84,736436081056.30,599717105465.74,714709936310.90,851526702871.13,890660949300.78,784418695563.90,644185609006.24,588196392489.80,583816589088.51,652973348609.27,773327657100.10,811657662636.06,753364204740.73,621504516236.06,502448978861.52,538286998107.83,711179452742.04,776695997891.71,649514638494.22,595053466750.68,774700107613.28,476480276726.14,760844331980.39
866830518262.11,824756239743.54,736331582675.03,599104956904.32,715018930859.21,850955731839.51,890551869306.53,784125945760.61,643432861036.17,587689986573.28,582075045274.41,651669910109.05,772034044266.08,810731324954.71,752234161189.49,620225045207.35,500737156091.82,536582261653.68,709631939734.98,775648505309.96,649202696132.30,594599852307.34,774082925821.16,474355565903.02,759318967282.15
